example_id,prompt_len,gen_text,time_s,power_w,gen_tokens,block_size,power_limit,config_name
42,62,"Transformer config: 6 layers, 6 heads, 288 dim
Once upon a time, there lived a black cat. The cat belonged to a little girl called Katie. Every day, Katie would take her cat for a walk in the park. 

One day, as Katie and her cat were walking around, they saw a mean looking man. He said he wanted to take the cat, to which she replied ""This cat belongs to me!"" Katie was very scared and she ran away.
Katie ran and ran until she was far away from the man. She was so scared that she started to cry.
Katie's mom saw her and asked her what was wrong. Katie told her about the mean man and her mom said, ""Don't worry, Katie. We will find a way to get you back.""
Katie's mom took her to the park and they found a nice man who helped Katie get her cat back. Katie was so happy and she thanked the man for helping her.
Katie and her cat went home and Katie was very happy. She never wanted to go back to the mean man again.",0.268,30.5,188,1024,100,runcuda_1024
16,49,"Transformer config: 6 layers, 6 heads, 288 dim
Once upon a time there was a little bear named Diva. She was hungry, and wanted to bake a cake, but she didn't have any sugar at home, so she decided to go ask around. She started walking and met a squirrel. She asked the squirrel, ""Would you happen to bake a cake?"" The squirrel said, ""Yes, I do!""
D separated the sugar into two pieces and put it in the oven. D direction, D Where the cake was going to be, D Where was the sugar. Darts were going to bake, and Darts were going to bake a cake.
D separated the sugar into two pieces, and Darts put it in the oven. Darts waited and waited, but nothing happened. Darts were so sad, they started to cry.
Darts were so sad that they didn't know what to do. They had to wait for the cake to bake, and it was not the same without the sugar. Darts were so sad that they never baked a cake again.",0.26,27.4,177,1024,100,runcuda_1024
19,55,"Transformer config: 6 layers, 6 heads, 288 dim
One day, Grandma was in the kitchen getting ready to prepare. She had the ingredients for a tasty dish.

Grandma said to her granddaughter, ""Are you going to help me make this meal?"" Her granddaughter, Jenny, replied, ""Yes, I will help you!""

Grandma and Jenny began to prepare the ingredients. Jenny was clumsy. She dropped a spoon and the bowl fell on the floor. Grandma said, ""Oh no! We need to clean this up.""
Jenny helped Grandma clean the mess. Grandma said, ""Thank you for helping me, Jenny. You are a great helper!""
Grandma smiled and said, ""You're welcome, Jenny. Let's make the dish together!""",0.241,29.4,113,1024,100,runcuda_1024
0,54,"Transformer config: 6 layers, 6 heads, 288 dim
Once upon a time, there lived a bunny in a field. Her name was Lucy. Lucy loved to have feasts and parties with her bunny friends. One day, when Lucy was about to leave for a feast at a friend's house, she realized she's starting to feel sick. She was so weak she could not move.
Lucy's friends noticed she was feeling so weak and sad. They asked her what was wrong. Lucy told them she was sick and couldn't go to the feast. Her friends were worried and wanted to help her.
They decided to take Lucy to the feast. When they arrived, they saw that the feast was full of food. Lucy was so happy and thanked her friends for helping her.
The moral of the story is that it is important to help others when they are in need. Even if you are weak, you can still make a difference.",0.244,27.9,161,1024,100,runcuda_1024
43,52,"Transformer config: 6 layers, 6 heads, 288 dim
Once upon a time, there was a little boy who was always naughty. His mom was always telling him to be good, but he kept disobeying her rules and ignoring her warnings. 

One day, he was so naughty that his mom decided to punish him. She told him that he had to go to the hospital and stay there for a few days. The little boy was very sad and he didn't want to go.
But then, his mom said that if he was good, she would let him stay. So he agreed and went to the hospital.
At the hospital, the little boy was very scared. He didn't know what was happening. He was so scared that he started to cry.
Suddenly, the doctor came in and said that he had to punish the little boy. He said that he had to stay in the hospital for a few days and he would be punished.
The little boy was very sad and he was very scared. He had to stay in the hospital for a few days and he was very sad. He missed his mom and he was very sorry for being so naughty.
The little boy learned his less",0.269,32.8,210,1024,100,runcuda_1024
29,89,"Transformer config: 6 layers, 6 heads, 288 dim
Once upon a time there was a small girl named Lucy. She was only three years old and was very adventurous. She loved to explore the world around her, especially when it was bright and sunny outside. 

One day, while exploring the nearby park, Lucy came across a ladder leaning on a wall. She was curious to see what's on top, so she climbed the ladder, but when she reached the top, the ladder fell and she was stuck.

A nearby park ranger noticed her and shouted out, ""What are you doing up there?""
The ranger replied, ""I'm trying to get you down, but I can't reach the ladder.""
Lucy was scared and started to cry. The ranger quickly ran over and helped her down.
The moral of the story is that it's important to be careful when exploring and to always ask for help when you need it.",0.264,26.3,157,1024,100,runcuda_1024
22,70,"Transformer config: 6 layers, 6 heads, 288 dim
Once upon a time there was a mummy, a daddy and a little girl. The family lived in a house and the little girl liked to play in the living room. Her favourite spot was a big, comfy armchair. 

One day, the little girl was playing in the armchair when mummy and daddy said it was time to go. She didn't want to leave, she wanted to stay in her armchair.
Mummy and daddy said, ""No, we have to go now. We need to stay here.""
The little girl was sad, but she knew she had to listen to mummy and daddy. She said goodbye to the armchair and left.
The next day, mummy and daddy took her to the armchair again. This time, the little girl was very happy. She sat in the armchair and felt so comfortable.
Mummy and daddy said, ""We are so glad you came here. We love you so much.""
The little girl smiled and said, ""I love you too.""",0.269,30.3,173,1024,100,runcuda_1024
20,68,"Transformer config: 6 layers, 6 heads, 288 dim
Once upon a time there was a boy named Max. He was at the market with his mother, where he saw two things he wanted very much: a toy car and a jumping rope.

He knew that his mother would not let him buy both of these things, and that she would probably tell him that he has to choose one. He said to her, ""I want both! I want the car and the jump rope!""
His mother smiled and said, ""Okay, but you have to choose one thing. You have to choose one thing each, and you have to choose the jump rope. If you choose the jump rope, you can have the car and the jump rope.""
Max thought for a moment and then said, ""I choose the jump rope! I will have the jump rope and the jump rope, and I will have the jump rope.""
His mother smiled and said, ""That's a great choice! Now, let's go home and have some dinner.""
Max was so happy that he had chosen the jump rope. He knew that he would have to choose the jump rope for his toy car and the jump rope.",0.28,28.3,204,1024,100,runcuda_1024
24,68,"Transformer config: 6 layers, 6 heads, 288 dim
Once upon a time, there lived a small dog named Spike. He was an adventurous pup who loved to explore the world. One day, while he was wandering around, he stumbled upon a big tree. He saw something shining at the top. He wanted to climb it to see what it was.

Spike placed his paws on the trunk and started to climb, but the trunk was too high. He tried to jump, but he couldn't reach it. He was getting frustrated.
Suddenly, he heard a voice. It was a friendly voice. It said, ""I can help you, Spike. I can reach the trunk for you.""
Spike was so happy. He thanked the voice and climbed up the trunk. He reached the top and saw a beautiful view of the world. He was so excited that he started to jump up and down.
The voice said, ""You can do anything if you believe in yourself.""
Spike smiled and said, ""I believe in myself and I can do anything!""",0.272,30.9,176,1024,100,runcuda_1024
13,28,"Transformer config: 6 layers, 6 heads, 288 dim
Jimmy was on his way to school with his father when he noticed a tree with strange looking fruits on it. He asked his father, ""Can I try one?"" His father said, ""No, Jimmy. That tree is too high for you to reach."" Jimmy was disappointed but he still wanted to try.
He asked his father again, ""Can I please try a fruit?"" His father said, ""No, Jimmy. You can't have any fruit. You have to wait until you are older."" Jimmy was disappointed but he waited.
Finally, his father said, ""Okay, Jimmy. You can try a fruit, but you have to be careful. If you don't, you might get hurt."" Jimmy was so excited and he ran to the tree. He reached up and grabbed a fruit. He was so happy and he said, ""I did it!"" His father smiled and said, ""I knew you could do it, Jimmy. You are a very brave boy.""",0.247,29.4,164,1024,100,runcuda_1024
28,71,"Transformer config: 6 layers, 6 heads, 288 dim
Once upon a time there was a little girl named Lucy. She loved to explore the world around her, especially when it was bright and sunny outside. 

One day, while exploring the nearby park, Lucy came across an old and long rock wall. She was curious and wanted to get to the top, so she began to look around for something she could use to climb it. Suddenly, she spotted a big, bright, yellow flower.
Lucy was so excited that she ran over to the flower and picked it up. She was about to take it home when she heard a voice behind her.
""That's my flower,"" said the voice.
Lucy turned around and saw a friendly old man. He smiled at her and said, ""That's a beautiful flower. I'm going to give it to you as a gift.""
Lucy was so happy that she gave the old man a big hug. She thanked him and ran back home with the flower in her hand.
The old man smiled and said, ""You're very welcome. I'm glad you like it.""
Lucy smiled and said, ""Thank you! I'm so happy to have a",0.282,30.7,199,1024,100,runcuda_1024
38,32,"Transformer config: 6 layers, 6 heads, 288 dim
Once upon a time, there was a little girl. Her name was Julia. Every day, Julia helped her mama do the laundry. It was her favourite job. She loved to put the clothes in the washing machine and wash them.
One day, Julia was helping her mama with the laundry. She was so excited to help. She put the clothes in the washing machine and pressed the button. Suddenly, the machine started to make a loud noise. Julia was scared and started to cry.
Mama came running and saw that the machine was broken. She was very angry and said, ""Julia, why did you do this? Now the laundry is ruined!"" Julia was so sad and started to cry.
Mama hugged Julia and said, ""It's okay, sweetheart. We can get a new machine. But now we have to do something else. We can't wash the clothes anymore."" Julia was so sad and she started to cry again.
Mama hugged Julia and said, ""It's okay, sweetheart. We can still do something else. We can still make something nice out of the laundry.""",0.273,31.1,189,1024,100,runcuda_1024
37,32,"Transformer config: 6 layers, 6 heads, 288 dim
One day, Timmy had a goal. He wanted to fit into his favorite toy car. He was very excited, but grumpy too. He tried to fit into the car but he was too big. He tried to fit in the kitchen, but he was too small. He tried to fit in the living room, but he was too big. He tried to fit in the kitchen, but he was too small. He tried to fit in the kitchen, but he was too big. He tried to fit in the kitchen, but he was too small. He was very grumpy.
Timmy was so grumpy that he did not want to play with his toys. He just wanted to fit in his favorite toy car. He sat on the floor and looked at his toy car. He did not want to play with it. He wanted to fit in his toy car. He pushed and pushed, but he could not fit in his toy car. He felt very grumpy.
He sat on the floor and sighed. He wished he could fit in his favorite toy car. He wished he could fit in his favorite toy car. He wished he could fit in his favorite toy car.",0.265,29.4,212,1024,100,runcuda_1024
25,63,"Transformer config: 6 layers, 6 heads, 288 dim
Once there was a mother and daughter walking in the park. They noticed a bird perched on a branch, singing its song. The daughter shouted with delight, “Look Mommy! A bird!”

The mother smiled and said, “Yes! See how colorful it is?”

The daughter then asked, “Can I share my snack with it?”

The mother replied, “No, sweetie. That's a bad idea because it might be too tasty for us to eat.”
The daughter thought for a moment and then said, “I know! Let’s share our snack with the bird. We can give it some of our snack.”
The mother smiled and said, “That’s a great idea! Let’s share our snack with the bird.”
The daughter and her mother shared their snack with the bird, and it was very happy. The bird sang its song again, and the mother and daughter smiled.",0.264,28.9,150,1024,100,runcuda_1024
12,28,"Transformer config: 6 layers, 6 heads, 288 dim
One day, a bird was flying high over the sea. At some point the bird noticed small boat with a boy sitting inside. The boy looked lost so sad.
The bird flew down to the boy and said, ""Why are you sad?"" The boy looked up and said, ""I can't find my mom. I am lost."" The bird wanted to help the boy, so it said, ""I will help you find your mom.""
The bird and the boy looked for the boy's mom. They looked near the rocks and in the water. Then, something unexpected happened. The bird found a big, shiny treasure chest! The boy was so happy and said, ""Thank you, bird!""
The bird and the boy opened the chest and found many shiny things inside. They were so happy and surprised. The boy's mom came and saw the treasure. She was so happy and said, ""Thank you, bird, for helping my son find this treasure!""
The bird and the boy became best friends. They played together every day and had lots of fun. The bird was not sad anymore because it had a new friend.",0.273,28.1,196,1024,100,runcuda_1024
21,54,"Transformer config: 6 layers, 6 heads, 288 dim
Once upon a time there was a small brown mouse who lived in a big tree. The mouse wanted to be better friends with the birds that flew around the tree, but they were always too afraid to let him get close. 

One day, the mouse spoke to the birds bravely, ""Please don't be scared of me. I just want to be friends.""
The birds were surprised by the mouse's bravery and decided to let him be.
The mouse was so happy that he started to dance around the tree. He was so excited that he forgot to be scared.
The birds were so happy to see the mouse having so much fun. They all started to applaud and cheer for the mouse.
The mouse was so happy that he started to dance around the tree. He was no longer scared of the birds and he was so proud of himself.
The birds were so proud of the mouse too. They all applauded and cheered for him.
The mouse was so happy that he had made new friends. From that day on, the birds and the mouse were the best of friends.",0.261,30.5,200,1024,100,runcuda_1024
30,33,"Transformer config: 6 layers, 6 heads, 288 dim
Once upon a time, in a far away land, two best friends, Bob and Jill, were playing hide and seek. Jill hid below a large wooden table. She was very quiet so that Bob could not find her.
Bob looked around and saw a large, tall tree. He thought it would be a good place to hide. He ran to the tree and hid behind it. He waited and waited, but Jill didn't come.
Suddenly, Bob heard a loud noise. He looked up and saw a large, tall man with a large mustache. The man was smiling and said, ""I'm here to give you a special gift!""
The man handed Bob a large, shiny stone. He said, ""This is a special stone. It will make you very happy.""
Bob thanked the man and ran back to the wooden table. He held the stone in his hands and smiled. He was so happy that he had found the special stone.
The man then said, ""Now you can hide and seek with your friends. Have fun!""
Bob thanked the man and ran off to hide. He was so happy that he had found the special stone.",0.263,29.0,202,1024,100,runcuda_1024
11,35,"Transformer config: 6 layers, 6 heads, 288 dim
""Ben, what do you have in your pocket?"", Alice asked. ""Oh, nothing."", Ben replied. But Alice saw that there was definitely something in Ben's pocket, and she was very curious what it was, so she asked him.
""What is it, Alice?"" Ben asked.
Alice smiled and said, ""It's a special rock. It's very special, and it's very special to me.""
Ben was amazed. He had never seen a rock like this before. He asked Alice, ""Can I keep it?""
Alice nodded and said, ""Yes, you can keep it. It's a very special rock.""
Ben was so happy. He thanked Alice and ran off to show his mom. He couldn't wait to show her the special rock.",0.234,27.8,124,1024,100,runcuda_1024
23,55,"Transformer config: 6 layers, 6 heads, 288 dim
Jack was a chubby little boy. He liked to pick flowers in the garden. One day, he went out to the garden to pick some flowers but his Mom said he had to take his medicine first. He didn't like the medicine's taste.

""Do I have to take it?"" Jack asked.

His Mom nodded. ""Yes, you do. But you have to take it to the doctor.""
Jack was excited. He grabbed the medicine and ran outside. He was about to pick the flower when he heard a voice.
""Hey! That's my medicine!""
Jack turned around and saw a big, friendly bear. The bear said, ""I'm sorry, I didn't mean to take your medicine. I just wanted to give it to you.""
Jack was surprised. He said, ""It's okay. I'm sorry I didn't take it. I'll take it now.""
The bear smiled and said, ""That's okay. I'm glad you're not in trouble.""
Jack smiled and said, ""Thank you. I'm glad I didn't have to take it.""
The bear",0.269,28.6,175,1024,100,runcuda_1024
35,72,"Transformer config: 6 layers, 6 heads, 288 dim
Once upon a time there was a little boy named Tom. Tom loved playing outside, but he always had to be careful not to make too much noise.

One day, Tom went out to explore the garden. Soon he found an unusual fruit. It looked like a prune! Tom picked up the prune and looked at it closely. It smelled sweet.

Tom wanted to find out how the prune tasted, so he decided to try it. He took a bite and it was delicious! He was so happy that he had found something so unusual.
Tom decided to take the prune home and show it to his mom. She was very surprised and said it was very unusual.
Tom was so proud of himself for finding something so unusual. He was happy that he had found something so special.",0.249,29.6,147,1024,100,runcuda_1024
4,29,"Transformer config: 6 layers, 6 heads, 288 dim
Alice was bored and wanted to find some adventures. She walked up to her friend Ben, who looked vey busy playing with his toys. Alice said, ""Why don't we go to the park? It's a fun place!""
Ben smiled and said, ""That sounds like a great idea! Let's go!""
So they went to the park and had a lot of fun. They played on the swings and the slide and even played catch with a ball. After a while, they got tired and decided to go home.
On the way home, Alice said, ""I'm so glad we went to the park today. It was so much fun!""
Ben smiled and said, ""Me too! Let's go back soon!""",0.236,28.8,125,1024,100,runcuda_1024
26,98,"Transformer config: 6 layers, 6 heads, 288 dim
Once upon a time there were two friends, Max and Alex. One day Max invited Alex to his house for lunch. Alex was excited to accept, and so they went.

When they arrived, Max told Alex that he had made soup for lunch. Alex was excited and thanked Max for his kind invitation. Max smiled and said it was easy to make.

Later, it was time to eat the soup. Max took the first spoonful and tasted it. He realized something must be wrong with the soup, because it tasted very weird. He said to Alex, ""This soup is not good. I don't like it.""
Alex was sad and said, ""I'm sorry, Max. I didn't know it was bad.""
Max was still sad, but he was glad that Alex was still there. He said, ""It's okay. I'm glad you're here. Let's go play!""
Max and Alex had a great time playing together. They laughed and ran around the house. Max was glad that he had such a good friend.",0.282,28.9,177,1024,100,runcuda_1024
31,29,"Transformer config: 6 layers, 6 heads, 288 dim
Once upon a time there was a pumpkin. It was a very special pumpkin, it could speak. It was sad because it couldn't move. Every day, it would say, ""I can't move!""
One day, a little girl came to visit the pumpkin. She said, ""Hello pumpkin, why can you talk?"" The pumpkin replied, ""I'm sad because I can't move.""
The little girl said, ""I can help you! I can give you a special gift."" She took the pumpkin to her house and gave it a special place. She said, ""This will help you move, and you will be able to move again.""
The pumpkin was so happy. It said, ""Thank you so much! I can move now!"" The little girl smiled and said, ""You're welcome! Now you can move again!""
The pumpkin was so happy. It said, ""Thank you so much! I can move again!"" The little girl smiled and said, ""You're welcome! Now you can move again!"" The pumpkin was so happy and thanked the little girl again. They both smiled and said good",0.275,31.9,183,1024,100,runcuda_1024
18,43,"Transformer config: 6 layers, 6 heads, 288 dim
Once there was a young girl named Anna. She was three years old and usually very happy. Today she was sad because she couldn't play in the park. She had asked her parents to take her but they wouldn't listen. Anna insisted that she wanted to go to the park.
Anna's parents said no. They said it was too dangerous and she could get hurt. Anna was very sad and she started to cry. She wanted to go to the park so badly.
Anna's parents tried to explain to her why it was dangerous to go to the park. They said it was too dangerous and they could get hurt. Anna was very sad and she started to cry.
Anna's parents tried to explain why it was dangerous to go to the park. They said it was too dangerous and they could get hurt if they weren't careful. Anna was very sad and she was very upset.
Anna's parents tried to explain why it was dangerous to go to the park, but Anna wouldn't listen. She kept crying and crying until her parents finally told her the truth. They said it was not safe to go to the park. Anna was very sad and she was very",0.267,33.7,215,1024,100,runcuda_1024
39,81,"Transformer config: 6 layers, 6 heads, 288 dim
It was a sunny day and Ben wanted to go outside and play. He grabbed his toy car and ran to the garden. Suddenly, something pinched his hand!

Ben looked around but there was nothing there. He was scared so he held onto the hoop tightly.

Then he heard a voice. ""Don't be scared, little one. It's just me!""

Ben looked up and saw a big, scary spider. He was scared!

The spider smiled. ""Don't be scared, I just wanted to play with you. Let's play together!""
Ben was still scared but he decided to give it a try.
They played together for a while, and Ben was no longer scared. He was having so much fun!
The spider was happy to have a friend. They played together until it was time for Ben to go home.
Ben said goodbye to the spider and thanked it for playing with him. He was no longer scared.",0.261,28.3,163,1024,100,runcuda_1024
33,59,"Transformer config: 6 layers, 6 heads, 288 dim
Mum was getting ready for bed, so she told her son, ""It's time for a bath"". He nodded and ran off to the bathroom. He watched as Mum turned on the bathtub, the water pouring out of the tap and filling the tub.

Mum asked, ""What do you want in your bath?"" He thought for a moment and said, ""I want to splash and play in the water!""
Mum smiled and said, ""That sounds like a great idea. Let's get ready for bed.""
So, Mum and Dad got into the bathtub and Mum filled the tub with warm water. Then, they put some bubbles in the water and started to splash each other.
Mum said, ""Let's make a big splash!""
Dad said, ""Let's make a big splash!""
Mum and Dad laughed and splashed each other until they were all wet. Then, they all got into the tub and started to splash around.
Mum said, ""This is so much fun!""
Dad said, ""Yes, it is!""
Mum and Dad had a great",0.266,32.6,178,1024,100,runcuda_1024
